TRIBL,Trust Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
TRIPF,Tri-Pack Films Limited,MISCELLANEOUS,FALSE,FALSE,False
TRPOL,Tri-Star Polyester Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
TRSM,Trust Modaraba,MODARABAS,FALSE,FALSE,False
TSBL,Trust Securities & Brokerage Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
TSMF,Tri-Star Mutual Fund Limited,CLOSE - END MUTUAL FUND,FALSE,FALSE,False
TSML,Tandlianwala Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
TSPL,Tri-Star Power Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
UBDL,United Brands Limited,MISCELLANEOUS,FALSE,FALSE,False
UBL,United Bank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
UBLGSFO,,,FALSE,FALSE,False
UBLPETF,UBLPakistan Enterprise ETF,EXCHANGE TRADED FUNDS,TRUE,FALSE,False
UCAPM,Unicap Modaraba,MODARABAS,FALSE,FALSE,False
UDLI,UDL International Limited,MISCELLANEOUS,FALSE,FALSE,False
UDPL,United Distributors Pakistan Limited,MISCELLANEOUS,FALSE,FALSE,False
UNIC,The United Insurance Company,INSURANCE,FALSE,FALSE,False
UNITY,Unity Foods Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
UNITYR1,Unity Foods(R),,FALSE,FALSE,False
UPFL,Unilever Pakistan Foods Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
USMT,Usman Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
UVIC,The Universal Insurance Company Limited,INSURANCE,FALSE,FALSE,False
WAFI,Wafi Energy Pakistan Limited,OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
WAHN,Wah Noble Chemicals Limited,CHEMICAL,FALSE,FALSE,False
WASL,Wasl Mobility Modaraba,MODARABAS,FALSE,FALSE,False
WAVES,Waves Corporation Limited,CABLE & ELECTRICAL GOODS,FALSE,FALSE,False
WAVESAPP,Waves Home Appliances Limited,CABLE & ELECTRICAL GOODS,FALSE,FALSE,False
WAVESR1,Waves Singer Pakistan Limited (R),,FALSE,FALSE,False
WHALE,Waves Home Appliances Limited,CABLE & ELECTRICAL GOODS,FALSE,FALSE,False
WTL,Worldcall Telecom Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
WYETH,Wyeth Pakistan Limited,PHARMACEUTICALS,FALSE,FALSE,False
YOUW,Yousaf Weaving Mills Limited,TEXTILE WEAVING,FALSE,FALSE,False
ZAHID,Zahidjee Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
ZAL,Zarea Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
ZELP,Zeal Pak Cement Factory Limited,CEMENT,FALSE,FALSE,False
ZHCM,Zahur Cotton Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
ZIL,ZIL Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
ZTL,Zephyr Textiles Limited,TEXTILE WEAVING,FALSE,FALSE,False
