MUBT,Mubarak Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
MUGHAL,Mughal Iron & Steel Industries Limited,ENGINEERING,FALSE,FALSE,False
MUGHALC,Mughal Iron & Steel Industries Ltd(C),ENGINEERING,FALSE,FALSE,False
MUGHALR1,Mughal Iron (R),,FALSE,FALSE,False
MUKT,Mukhtar Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
MUREB,Murree Brewery Company Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
MWMP,Mandviwala Mauser Plastic Industries,MISCELLANEOUS,FALSE,FALSE,False
MZNPETF,Meezan Pakistan ETF,EXCHANGE TRADED FUNDS,TRUE,FALSE,False
MZSM,Mirza Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
NAFL,National Fibres Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
NAGC,Nagina Cotton Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
NATF,National Foods Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
NATM,Nadeem Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
NBP,National Bank of Pakistan,COMMERCIAL BANKS,FALSE,FALSE,False
NBPGETF,NBP Pakistan  Growth ETF,EXCHANGE TRADED FUNDS,TRUE,FALSE,False
NCL,Nishat Chunian Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
NCML,Nazir Cotton Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
NCPL,Nishat Chunian Power Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
NESTLE,Nestle Pakistan Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
NETSOL,NetSol Technologies Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
NEXT,Next Capital Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
NIB,NIB Bank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
NICL,Nimir Industrial Chemicals Limited,CHEMICAL,FALSE,FALSE,False
NINA,Nina Industries Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
NITGETF,NIT Pakistan Gateway ETF,EXCHANGE TRADED FUNDS,TRUE,FALSE,False
NMFL,Nirala MSR Foods Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
NML,Nishat Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
NONS,Noon Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
NORS,Noor Silk Mills Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
NPL,Nishat Power Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
NPSM,N. P. Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
NRL,National Refinery Limited,REFINERY,FALSE,FALSE,False
NRSL,Nimir Resins Limited,CHEMICAL,FALSE,FALSE,False
NSRM,The National Silk & Rayon Mills Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
OBOY,Oilboy Energy Limited,OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
OBOYR1,Oilboy Energy(R),OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
OCTOPUS,Octopus Digital Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
OGDC,Oil & Gas Development Company Limited,OIL & GAS EXPLORATION COMPANIES,FALSE,FALSE,False
OLPL,OLP Financial Services Pakistan Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
OLPM,OLP Modaraba,MODARABAS,FALSE,FALSE,False
OLSM,Olympia Spinning and Weaving Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
OML,Olympia Mills Limited,MISCELLANEOUS,FALSE,FALSE,False
ORIXM,Orix Modaraba,MODARABAS,FALSE,FALSE,False
ORM,Orient Rental Mod,MODARABAS,FALSE,FALSE,False
OTSU,Otsuka Pakistan Limited,PHARMACEUTICALS,FALSE,FALSE,False
PABC,Pakistan Aluminium Beverage Cans Limited,MISCELLANEOUS,FALSE,FALSE,False
PACE,Pace (Pakistan) Limited,PROPERTY,FALSE,FALSE,False
PAEL,Pak Elektron Limited,CABLE & ELECTRICAL GOODS,FALSE,FALSE,False
PAKCEM,Pakcem Limited,CEMENT,FALSE,FALSE,False
PAKD,Pak Datacom Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
PAKL,Pak Leather Crafts Limited,LEATHER & TANNERIES,FALSE,FALSE,False
PAKMI,First Pak Modaraba,,FALSE,FALSE,False
PAKOXY,Pakistan Oxygen Limited,CHEMICAL,FALSE,FALSE,False
PAKRI,Pakistan Reinsurance Company Limited,INSURANCE,FALSE,FALSE,False
PAKT,Pakistan Tobacco Company Limited,TOBACCO,FALSE,FALSE,False
PASL,Pervez Ahmed Consultancy Services Ltd.,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
PASM,Paramount Spinning Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
PCAL,Pakistan Cables Limited,CABLE & ELECTRICAL GOODS,FALSE,FALSE,False
PCML,Punjab Cotton Mill,TEXTILE WEAVING,FALSE,FALSE,False
PDGH,Prudential Discourt & Guarantee House Lt,,FALSE,FALSE,False
PECO,Pakistan Engineering Company Limited,ENGINEERING,FALSE,FALSE,False
PGCL,Pakistan Gum & Chemicals Limited,CHEMICAL,FALSE,FALSE,False
PGF,PICIC Growth Fund,CLOSE - END MUTUAL FUND,FALSE,FALSE,False
PGIC,Pakistan Guarantee Insurance Company Limited,INSURANCE,FALSE,FALSE,False
PGLC,Pak-Gulf Leasing Company Limited,LEASING COMPANIES,FALSE,FALSE,False
PHDL,Pakistan Hotels Developers Limited,MISCELLANEOUS,FALSE,FALSE,False
PIAA,Pakistan International Airlines Corp,,FALSE,FALSE,False
PIAB,Pakistan International Airlines Corporat,,FALSE,FALSE,False
PIAHCLA,PIA Holding Company Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
PIAHCLB,PIA Holding Company LimitedB,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
PIBTL,Pakistan International Bulk Terminal,TRANSPORT,FALSE,FALSE,False
PICL,Pakistan Industrial & Commercial Leasing,LEASING COMPANIES,FALSE,FALSE,False
PICT,Pakistan International Container,TRANSPORT,FALSE,FALSE,False
PIF,PICIC Investment Fund,CLOSE - END MUTUAL FUND,FALSE,FALSE,False
PIL,PICIC Insurance Limited,INSURANCE,FALSE,FALSE,False
PIM,Popular Islamic Modaraba,MODARABAS,FALSE,FALSE,False
PINL,Premier Insurance Limited,INSURANCE,FALSE,FALSE,False
PIOC,Pioneer Cement Limited,CEMENT,FALSE,FALSE,False
PKGI,The Pakistan General Insurance Co. Ltd.,INSURANCE,FALSE,FALSE,False
PKGP,Pakgen Power Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
PKGS,Packages Limited,"PAPER, BOARD & PACKAGING",FALSE,FALSE,False
PMI,First Prudential Modaraba,MODARABAS,FALSE,FALSE,False
PMPK,Philip Morris (Pakistan) Limited,TOBACCO,FALSE,FALSE,False
PMRS,The Premier Sugar Mills,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
PNGRS,Pangrio Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
PNSC,Pakistan National Shipping Corporation,TRANSPORT,FALSE,FALSE,False
POL,Pakistan Oilfields Limited,OIL & GAS EXPLORATION COMPANIES,FALSE,FALSE,False
POML,Punjab Oil Mills Limited,VANASPATI & ALLIED INDUSTRIES,FALSE,FALSE,False
POWER,Power Cement Limited,CEMENT,FALSE,FALSE,False
POWERPS,Power Cement (Pref),CEMENT,FALSE,FALSE,False
POWERR1,Power Cement (R),,FALSE,FALSE,False
PPL,Pakistan Petroleum Limited,OIL & GAS EXPLORATION COMPANIES,FALSE,FALSE,False
PPP,Pakistan Paper Products Limited,"PAPER, BOARD & PACKAGING",FALSE,FALSE,False
PPVC,Pakistan PVC Limited,CHEMICAL,FALSE,FALSE,False
PREMA,At-Tahur Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
PRET,Premium Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
PRIB,Prudential Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
PRIC,Progressive Insurance Company Limited,INSURANCE,FALSE,FALSE,False
PRL,Pakistan Refinery Limited,REFINERY,FALSE,FALSE,False
PRLR1,Pak Refinery (R),,FALSE,FALSE,False
PRWM,Prosperity Weaving Mills Limited,TEXTILE WEAVING,FALSE,FALSE,False
PSEL,Pakistan Services Limited,MISCELLANEOUS,FALSE,FALSE,False
PSMC,Pak Suzuki Motor Company Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
PSO,Pakistan State Oil Company Limited,OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
PSX,Pakistan Stock Exchange Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
PSYL,Pakistan Synthetics Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
PTC,Pakistan Telecommunication Company Ltd,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
PTL,Panther Tyres Ltd.,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
PUDF,Prudential Stocks Fund Limited,CLOSE - END MUTUAL FUND,FALSE,FALSE,False
QUET,Quetta Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
QUICE,Quice Food Industries Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
QUSW,Quality Steel Works Limited,,FALSE,FALSE,False
RAVT,Ravi Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
RCML,Reliance Cotton Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
REDCO,Redco Textiles Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
REGAL,Regal Ceramics Limited,GLASS & CERAMICS,FALSE,FALSE,False
REWM,Reliance Weaving Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
RICL,Reliance Insurance Company Limited,INSURANCE,FALSE,FALSE,False
RMPL,Rafhan Maize Products Company Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
RPL,Roshan Packages Limited,"PAPER, BOARD & PACKAGING",FALSE,FALSE,False
RUBY,Ruby Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
RUPL,Rupali Polyester Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
SAIF,Saif Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
SALT,Salfi Textile Mills Limited,,FALSE,FALSE,False
SANE,Salman Noman Enterprises Limited,TEXTILE SPINNING,FALSE,FALSE,False
SANSM,Sanghar Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
SAPL,Sanofi-Aventis Pakistan Limited,PHARMACEUTICALS,FALSE,FALSE,False
SAPT,Sapphire Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
SARC,Sardar Chemical Industries Limited,CHEMICAL,FALSE,FALSE,False
SASML,Sindh Abadgars Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
SAZEW,Sazgar Engineering Works Limited,AUTOMOBILE ASSEMBLER,FALSE,FALSE,False
SBL,Samba Bank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
SCBPL,Standard Chartered Bank (Pak) Ltd,COMMERCIAL BANKS,FALSE,FALSE,False
SCHT,Schon Textiles Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
SCL,Shield Corporation Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
SDIL,Saleem Denim Industries Limited,TEXTILE WEAVING,FALSE,FALSE,False
SDOT,Sadoon Textile Industries Limited,TEXTILE WEAVING,FALSE,FALSE,False
SEARL,The Searle Company Limited,PHARMACEUTICALS,FALSE,FALSE,False
SEARLR1,Searl Company(R),,FALSE,FALSE,False
SEL,Sitara Energy Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
SEPCO,Southern Electric Power Company Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
SEPL,Security Papers Limited,"PAPER, BOARD & PACKAGING",FALSE,FALSE,False
SERF,Service Fabrics Limited,TEXTILE WEAVING,FALSE,FALSE,False
SERT,Service Industries Textiles Limited,TEXTILE SPINNING,FALSE,FALSE,False
SFAT,Safa Textiles Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
SFL,Sapphire Fibres Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
SFLL,SFL Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
SGABL,SG.Allied Businesses Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
SGF,Service GlobalFootwear Limited,LEATHER & TANNERIES,FALSE,FALSE,False
SGFL,S.G.Fiber Limited,SYNTHETIC & RAYON,FALSE,FALSE,False
SGPL,S.G. Power Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
SHCI,Shaffi Chemical Industries Limited,CHEMICAL,FALSE,FALSE,False
SHCM,Shadman Cotton Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
SHDT,Shadab Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
SHEL,Shell Pakistan Limited,OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
SHEZ,Shezan International Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
SHFA,Shifa International Hospitals Limited,MISCELLANEOUS,FALSE,FALSE,False
SHJS,Shahtaj Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
SHNI,Shaheen Insurance Company Limited,INSURANCE,FALSE,FALSE,False
SHSML,Shahmurad Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
SIBL,Security Investment Bank Limited,INV. BANKS / INV. COS. / SECURITIES COS.,FALSE,FALSE,False
SICL,Standard Insurance Company Limited,INSURANCE,FALSE,FALSE,False
SIEM,Siemens (Pakistan) Engineering,CABLE & ELECTRICAL GOODS,FALSE,FALSE,False
SILK,Silkbank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
SINDM,Sindh Modaraba,MODARABAS,FALSE,FALSE,False
SING,Singer Pakistan ,CABLE & ELECTRICAL GOODS,FALSE,FALSE,False
SITC,Sitara Chemical Industries Limited,CHEMICAL,FALSE,FALSE,False
SJTM,Sajjad Textile Mills Limited,,FALSE,FALSE,False
SKRS,Sakrand Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
SLCL,Security Leasing Corporation Limited,LEASING COMPANIES,FALSE,FALSE,False
SLGL,Secure Logistics-Trax Group Limited,TRANSPORT,FALSE,FALSE,False
SLL,SME Leasing Limited,LEASING COMPANIES,FALSE,FALSE,False
SLSO,Saleem Sugar Mills Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
SLSOPP,,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
SLSOPVI,,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
SLYT,Sally Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
SMBL,Summit Bank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
SMBLCPSA,Summit Bank,COMMERCIAL BANKS,FALSE,FALSE,False
SMBLCPSB,Summit Bank B,COMMERCIAL BANKS,FALSE,FALSE,False
SMCPL,Safe Mix Concrete Limited,CEMENT,FALSE,FALSE,False
SML,Shakarganj Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
SMLR1,,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
SMTM,Samin Textiles Limited,TEXTILE WEAVING,FALSE,FALSE,False
SNAI,Sana Industries Limited,TEXTILE SPINNING,FALSE,FALSE,False
SNBL,Soneri Bank Limited,COMMERCIAL BANKS,FALSE,FALSE,False
SNGP,Sui Northern Gas Pipelines Limited,OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
SPCL,Saudi Pak Consultancy Company Limited,LEASING COMPANIES,FALSE,FALSE,False
SPEL,SPEL Limited,"PAPER, BOARD & PACKAGING",FALSE,FALSE,False
SPL,Sitara Peroxide Limited,CHEMICAL,FALSE,FALSE,False
SPLC,Saudi Pak Leasing Company Limited,LEASING COMPANIES,FALSE,FALSE,False
SPLCTFC3,,LEASING COMPANIES,FALSE,FALSE,False
SPWL,Saif Power Limited,POWER GENERATION & DISTRIBUTION,FALSE,FALSE,False
SRSM,Sargodha Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
SRVI,Service Industries Limited,LEATHER & TANNERIES,FALSE,FALSE,False
SSGC,Sui Southern Gas Company Limited,OIL & GAS MARKETING COMPANIES,FALSE,FALSE,False
SSIC,Silver Star Insurance Company Limited,INSURANCE,FALSE,FALSE,False
SSML,Saritow Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
SSOM,S.S.Oil Mills Limited,VANASPATI & ALLIED INDUSTRIES,FALSE,FALSE,False
STCL,Shabbir Tiles & Ceramics Limited,GLASS & CERAMICS,FALSE,FALSE,False
STJT,Shahtaj Textile Limited,TEXTILE WEAVING,FALSE,FALSE,False
STL,Supernet Technologies Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
STML,Shams Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
STPL,Siddiqsons Tin Plate Limited,MISCELLANEOUS,FALSE,FALSE,False
STYLERS,Stylers International Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
SUCM,Sunshine Cotton Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
SUHJ,Suhail Jute Mills Limited,JUTE,FALSE,FALSE,False
SURAJ,Suraj Ghee Industries Limited,VANASPATI & ALLIED INDUSTRIES,FALSE,FALSE,False
SURC,Suraj Cotton Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
SUTM,Sunrays Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
SWL,Standard Worldwide Limited,INSURANCE,FALSE,FALSE,False
SYM,Symmetry Group Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
SYS,Systems Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
SZTM,Shahzad Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
TAJT,Taj Textile Mills Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
TATM,Tata Textile Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
TBL,Treet Battery Limited.,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
TCLTC,Treet Corporation (Ptc),FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
TCORP,Tariq Corporation Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
TCORPCPS,Tariq Corporation Limited(Pref),SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
TCORPR1,Tariq Corporation (Pvt) Ltd (R),,FALSE,FALSE,False
TDIL,TPL Direct Insurance Limited,INSURANCE,FALSE,FALSE,False
TELE,Telecard Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
TGL,Tariq Glass Industries Limited,GLASS & CERAMICS,FALSE,FALSE,False
THALL,Thal Limited,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
THAS,Taha Spinning Mills Limited,TEXTILE SPINNING,FALSE,FALSE,False
THCCL,Thatta Cement Company Limited,CEMENT,FALSE,FALSE,False
TICL,The Thal Industries Corporation Limited,SUGAR & ALLIED INDUSTRIES,FALSE,FALSE,False
TOMCL,The Organic Meat Company Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
TOWL,Towellers Limited,TEXTILE COMPOSITE,FALSE,FALSE,False
TPL,TPL Corp Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
TPLI,TPL Insurance Limited,INSURANCE,FALSE,FALSE,False
TPLL,TPL Life Insurance Limited,INSURANCE,FALSE,FALSE,False
TPLP,TPL Properties Limited,PROPERTY,FALSE,FALSE,False
TPLRF1,TPL REIT Fund I,REAL ESTATE INVESTMENT TRUST,FALSE,FALSE,False
TPLT,TPL Trakker Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
TREET,Treet Corporation Limited,FOOD & PERSONAL CARE PRODUCTS,FALSE,FALSE,False
TREI,Transmission Engineering Industries Limited,AUTOMOBILE PARTS & ACCESSORIES,FALSE,FALSE,False
TRG,TRG Pakistan Limited,TECHNOLOGY & COMMUNICATION,FALSE,FALSE,False
